,Year,Country,Activity,Sex ,Fatal
1672,2004,BRAZIL,Wading,F,N
1673,2004,BAHAMAS,Free diving & spearfishing,M,N
1674,2004,USA,Tandem surfing,M,N
1675,2004,BRAZIL,Swimming,M,Y
1676,2004,AUSTRALIA,Diving,M,N
1677,2004,NEW ZEALAND,Fishing,0,N
1678,2004, TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y
1679,2004, TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y
1680,2004,USA,Surfing,M,Y
1681,2004,SOUTH AFRICA,Surfing,M,N
1682,2004,USA,Surfing,F,0
1683,2004,USA,0,M,N
1684,2004,USA,Surfing,M,N
1685,2004,BRAZIL,Body boarding,M,N
1686,2004,USA,Surfing,M,N
1687,2004,REUNION,Surfing,M,N
1688,2004,USA,Swimming,M,N
1689,2004,USA,Snorkeling,F,N
1690,2004,NEW ZEALAND,Spearfishing,M,N
1691,2004,USA,Surfing,M,N
1692,2004,AUSTRALIA,Spearfishing,M,N
1693,2004,BRAZIL,Swimming,M,Y
1694,2004,NEW ZEALAND,Surfing,M,N
1695,2004,AUSTRALIA,Swimming,M,N
1696,2004,AUSTRALIA,Free diving & spearfishing,M,0
1697,2004,EGYPT,Snorkeling,M,Y
1698,2004,AUSTRALIA,Snorkeling,M,N
1699,2004,AUSTRALIA,Scuba diving,M,N
1700,2004,URUGUAY,Surfing,M,N
1701,2004,NEW ZEALAND,Boogie boarding,M,0
1702,2004,VENEZUELA,Swimming,M,N
1703,2004,VENEZUELA,Spearfishing,M,N
1704,2004,SOUTH AFRICA,Surf skiing,M,N
1705,2004,AUSTRALIA,Diving,M,N
1706,2004,SOUTH AFRICA,Surfing,M,N
1707,2004,NEW ZEALAND,Kayaking (returning from spearfishing),M,0
1708,2004,EGYPT,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,0,Y
1709,2004,AUSTRALIA,Surfing,M,N
1710,2003,SOUTH AFRICA,0,0,N
1711,2003,USA,Swimming,M,0
1712,2003,USA,Swimming,M,N
1713,2003,NEW ZEALAND,Swimming / shipwreck,M,Y
1714,2003,AUSTRALIA,Surfing amid a shoal of sharks,M,N
1715,2003,AUSTRALIA,Swimming,M,N
1716,2003,AUSTRALIA,Swimming,M,N
1717,2003,SOUTH AFRICA,Spearfishing,M,Y
1718,2003,USA,Surfing,F,N
1719,2003,INDIA,Swimming or surfing,M,N
1720,2003,USA,Surfing,M,N
1721,2003,EGYPT,Snorkeling,M,N
1722,2003,SOUTH AFRICA,Surf skiing,0,N
1723,2003,AUSTRALIA,Standing,M,N
1724,2003,PANAMA,Spearfishing,M,N
1725,2003,USA,Surfing,M,N
1726,2003,AUSTRALIA,Surfing,M,N
1727,2003,USA,Surfing,F,N
1728,2003,USA,Surfing,M,N
1729,2003,USA,Snorkeling,M,0
1730,2003,USA,Surfing,M,N
1731,2003,USA,Swimming to shore from boat or kayak,M,Y
1732,2003,USA,Surfing,F,N
1733,2003,USA,Surfing,M,N
1734,2003,USA,Surfing,M,N
1735,2003,USA,Sitting on surfboard,M,N
1736,2003,USA,Wading near a fishing net,F,N
1737,2003,FIJI,Wading to shore from his boat,M,Y
1738,2003,USA,Surfing,M,N
1739,2003,USA,Surfing,M,N
1740,2003,USA,Surfing,M,N
1741,2003,USA,Surfing,M,N
1742,2003,USA,Surfing,M,N
1743,2003,SOUTH AFRICA,Fishing ,0,N
1744,2003,USA,Swimming,F,0
1745,2003,USA,Body boarding,M,N
1746,2003,USA,"Standing, stepped on shark",M,N
1747,2003,SOUTH AFRICA,Body boarding,M,Y
1748,2003,USA,Wade-fishing,M,N
1749,2003,USA,Fishing,M,N
1750,2003,USA,"Swimming, wearing black wetsuit & swim fins",F,Y
1751,2003,USA,Swimming,M,0
1752,2003,SOUTH AFRICA,Sitting on surfboard,M,N
1753,2003,AUSTRALIA,Surf skiing,M,N
1754,2003,USA,Surfing,M,N
1755,2003,USA,Wading,F,N
1756,2003,BAHAMAS,Spearfishing,M,N
1757,2003,USA,"Walking, carrying surfboard & stepped on shark",M,N
1758,2003,USA,Surfing,M,N
1759,2003,BAHAMAS,Spearfishing,M,N
1760,2003,USA,Spearfishing,M,N
1761,2003,FRENCH POLYNESIA,Spearfishing,M,N
1762,2003,NEW ZEALAND,Snorkeling,M,N
1763,2003,USA,Surfing,M,N
1764,2003,USA,Surfing,M,N
1765,2003,BRAZIL,0,M,Y
1766,2003,USA,Standing,F,N
1767,2003,USA,Swimming with pod of dolphins,M,N
1768,2003,USA,Swimming,M,N
1769,2003,USA,Surfing ,M,N
1770,2003,USA,Surfing,0,N
1771,2003,USA,Swimming,F,0
1772,2003,USA,Surfing,M,N
1773,2003,USA,Wading,M,N
1774,2003,USA,Swimming,M,N
1775,2003,USA,Surfing,M,N
1776,2003,USA,Walking,F,N
1777,2003,PHILIPPINES,0,0,N
1778,2003,BRAZIL,Killing  sharks,M,N
1779,2003,BRAZIL,Swimming ,M,N
1780,2003,BRAZIL,Surfing,M,N
1781,2003,BRAZIL,Swimming,M,N
1782,2003,USA,Surfing,M,N
1783,2003,USA,Surfing,M,N
1784,2003,USA,Surfing,M,N
1785,2003,USA,Surfing,M,N
1786,2003,USA,Surfing,M,N
1787,2003,USA,Jumping,M,N
1788,2003,USA,Surfing,M,N
1789,2003,USA,Swimming (using a float),M,N
1790,2003,VENEZUELA,Surfing,M,N
1791,2003,USA,Surfing,M,N
1792,2003,USA,Surfing,M,N
1793,2003,USA,Petting captive sharks,F,N
1794,2003,NEW ZEALAND,Scuba diving,M,N
1795,2003,AUSTRALIA,Wading,M,N
1796,2003,USA,Swimming,M,N
1797,2003,AUSTRALIA,Swimming,M,N
1798,2003,AUSTRALIA,Swimming,M,Y
1799,2003,SOUTH AFRICA,Unknown,M,0
1800,2003,COSTA RICA,Surfing,M,N
1801,2003,AUSTRALIA,Surfing,F,N
1802,2002,AUSTRALIA,Snorkeling,F,N
1803,2002,SOUTH AFRICA,Snorkeling,M,N
1804,2002,AUSTRALIA,Scuba diving,M,N
1805,2002,AUSTRALIA,Swimming,M,0
1806,2002,AUSTRALIA,Swimming,M,Y
1807,2002,BRAZIL,Surfing,M,Y
1808,2002,MICRONESIA,Scuba diving,M,N
1809,2002,USA,Body boarding,M,N
1810,2002,USA,Swimming,F,N
1811,2002,TURKS & CAICOS,Snorkeling,F,N
1812,2002,USA,Surfing,M,N
1813,2002,USA,Boogie boarding,M,N
1814,2002,FRENCH POLYNESIA,"Fishing, standing in 2' of water",M,N
1815,2002,USA,Swimming,F,N
1816,2002,BRAZIL,Swimming,M,Y
1817,2002,USA,Surfing,M,N
1818,2002,USA,Surfing,M,N
1819,2002,USA,Surfing,M,N
1820,2002,USA,Surfing,M,N
1821,2002,USA,Surfing,M,N
1822,2002,USA,Surfing,M,N
1823,2002,USA,Fishing from Surfboard,M,N
1824,2002,USA,Fishing,M,N
1825,2002,TONGA,Swimming,M,N
1826,2002,USA,Boogie boarding or Surfing,M,N
1827,2002,USA,Surfing,M,N
1828,2002,BRAZIL,Swimming,M,N
1829,2002,USA,Body boarding,0,N
1830,2002,SOUTH AFRICA,Surf skiing,M,N
1831,2002,USA,Boogie boarding,M,N
1832,2002,USA,"Wading, when he stepped on the shark",M,N
1833,2002,USA,Surfing,M,N
1834,2002,USA,Swimming,F,N
1835,2002,USA,Surfing,M,N
1836,2002,USA,Surfing,M,N
1837,2002,USA,Standing,M,N
1838,2002,UNITED KINGDOM,Diving,M,N
1839,2002,USA,Standing,M,N
1840,2002,USA,Surfing,M,N
1841,2002,USA,Swimming,F,N
1842,2002,USA,Surfing,M,N
1843,2002,USA,Shark Fishing,M,Y
1844,2002,BRAZIL,Surfing,M,N
1845,2002,USA,Standing,F,N
1846,2002,AUSTRALIA,Surfing,M,N
1847,2002,USA,Swimming,F,N
1848,2002,INDONESIA,0,0,0
1849,2002,PAPUA NEW GUINEA,0,0,N
1850,2002,PAPUA NEW GUINEA,Attempting to retreive a dinghy,0,Y
1851,2002,USA,Sitting on surfboard,0,N
1852,2002,USA,Surfing,M,N
1853,2002,USA,Surfing,M,N
1854,2002,USA,Swimming,M,N
1855,2002,SOUTH AFRICA,Snorkeling (filming the sardine run),M,N
1856,2002,USA,Surfing,M,N
1857,2002,USA,Floating on a raft,M,N
1858,2002,USA,"Fishing, removing the shark from his line",M,N
1859,2002,USA,Playing in the surf with his 2 dogs,M,N
1860,2002,COSTA RICA,Surfing,M,N
1861,2002,PAPUA NEW GUINEA,Collecting beche-de-mer,M,N
1862,2002,USA,Fishing,M,N
1863,2002,BRAZIL,Surfing,M,N
1864,2002,AUSTRALIA,Fishing from prawn trawler,M,N
1865,2002,AUSTRALIA,Scallop diving (using surface-supplied air & a POD) ,M,Y
1866,2002,AUSTRALIA,Fishing (Drowned 2-Apr-2002),M,0
1867,2002,USA,"Surfing, but standing in water alongside board",M,N
1868,2002,USA,Surfing,M,N
1869,2002,AUSTRALIA,Swimming,M,N
1870,2002,BAHAMAS,Standing,M,N
1871,2002,USA,Wading,M,N
1872,2002,USA,Swimming / Wading,M,N
1873,2002,USA,Body-boarding,M,N
1874,2002,USA,Wading,F,N
1875,2002,BRAZIL,Swimming,M,Y
1876,2002,USA,Swimming /  boogie boarding,M,N
1877,2002,USA,Snorkeling,M,N
1878,2002,USA,Surfing,M,N
1879,2002,NEW CALEDONIA,Spearfishing,M,0
1880,2002,TURKS & CAICOS,Capsized fishing boat,M,Y
1881,2002,AUSTRALIA,Surfing,M,N
1882,2002,FIJI,0,M,Y
1883,2002,AUSTRALIA,Kayaking,M,N
1884,2002,AUSTRALIA,Surfing,M,N
1885,2002,AUSTRALIA,Swimming,M,N
1886,2002,SOUTH AFRICA,Fishing,M,N
1887,2002,BRAZIL,Swimming,0,Y
1888,2002,SOUTH AFRICA,Surf skiing,M,N
1889,2002,USA,Snorkeling,M,N
1890,2001,AUSTRALIA,Surfing,M,N
1891,2001,AUSTRALIA,Surfing,M,N
1892,2001,USA,Surfing,0,N
1893,2001,AUSTRALIA,Surf-skiing,M,0
1894,2001,SOUTH AFRICA,Kite-Boarding,M,N
1895,2001,AUSTRALIA,Snorkeling,F,N
1896,2001,MEXICO,Body surfing,M,N
1897,2001,AUSTRALIA,0,M,N
1898,2001,USA,"Surfing, fell off surfboard & stepped on the shark.",M,N
1899,2001,USA,Surfing,M,N
1900,2001,USA,Wreck / Technical diving,M,Y
1901,2001,USA,Boogie boarding,M,N
1902,2001,USA,Surfing,M,N
1903,2001,UNITED KINGDOM,Diving,M,N
1904,2001,USA,Fishing,M,N
1905,2001,USA,Walking in shallows,M,N
1906,2001,USA,Swimming,F,N
1907,2001,USA,Swimming ,M,Y
1908,2001,USA,Swimming,F,N
1909,2001,USA,Wading,M,N
1910,2001,USA,Swimming ,M,Y
1911,2001,BAHAMAS,Spearfishing,M,N
1912,2001,USA,Standing,F,N
1913,2001,USA,Wading,M,N
1914,2001,USA,Boogie Boarding,M,N
1915,2001,USA,Boogie Boarding,M,N
1916,2001,USA,Surfing,M,N
1917,2001,USA,Surfing,M,N
1918,2001,USA,Surfing,M,N
1919,2001,USA,Surfing,F,N
1920,2001,USA,Surfing,F,N
1921,2001,USA,Surfing,M,N
1922,2001,USA,Surfing,M,N
1923,2001,USA,Surfing,M,N
1924,2001,BAHAMAS,Spearfishing,M,N
1925,2001,THAILAND,Fell off banana boat,M,N
1926,2001,USA,0,F,N
1927,2001,BAHAMAS,Swimming,M,N
1928,2001,ITALY,Fishing,0,N
1929,2001,USA,0,F,N
1930,2001,USA,0,M,N
1931,2001,USA,0,F,N
1932,2001,USA,Fishing,0,N
1933,2001,USA,Surfing,M,N
1934,2001,USA,Boogie boarding,M,N
1935,2001,MEXICO,Surfing,M,N
1936,2001,USA,Swimming,M,N
1937,2001,USA,0,0,N
1938,2001,USA,Floating face-down in knee-deep water,M,N
1939,2001,USA,Swimming,M,N
1940,2001,USA,Spearfishing,M,N
1941,2001,AUSTRALIA,Hiking on the beach,M,0
1942,2001,USA,Wading,F,N
1943,2001,USA,0,M,N
1944,2001,USA,Swimming,M,N
1945,2001,USA,Swimming,M,N
1946,2001,PHILIPPINES,Shark fishing,M,N
1947,2001,MADAGASCAR,0,M,0
1948,2001,SOUTH AFRICA,Surfing,M,N
1949,2001,AUSTRALIA,Surfing,M,N
1950,2001,USA,Surfing,M,N
1951,2001,FIJI,"Spearfishing, carrying his catch",M,Y
1952,2001,USA,Boogie boarding,M,N
1953,2001,USA,Surfing,M,N
1954,2001,USA,Surfing,M,N
1955,2001,USA,0,M,N
1956,2001,USA,Surfing,M,N
1957,2001,USA,Surfing,M,N
1958,2001,USA,Body boarding,M,N
1959,2001,USA,Surfing,M,N
1960,2001,USA,Surfing,M,N
1961,2001,USA,Surfing,M,N
1962,2001,USA,Surfing,M,N
1963,2001,USA,Surfing,0,N
1964,2001,SOUTH AFRICA,Surfing,M,N
1965,2001,AUSTRALIA,Snorkeling,M,N
1966,2001,USA,Standing alongside surfboard,M,N
1967,2001,BRAZIL,Batin,F,N
1968,2001,AUSTRALIA,Surfing,M,N
1969,2001,USA,Body-boarding,M,N
1970,2001,USA,Surfing,M,N
1971,2001,BRAZIL,Attempting to catch a crocodile,M,0
1972,2001,BRAZIL,Swimming,M,Y
1973,2001,CARIBBEAN SEA,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,0,Y
1974,2001,AUSTRALIA,Fishing for whiting,0,N
1975,2001,MALAYSIA,Unknown,F,0
1976,2001,AUSTRALIA,Surfing,M,N
1977,2001,AUSTRALIA,Kayaking,M,N
1978,2001,CUBA,Swimming,F,N
1979,2001,AUSTRALIA,Fishing,0,N
1980,2001,USA,Surfing,M,N
1981,2001,NEW ZEALAND,Kayaking,M,N
1982,2000,AUSTRALIA,Scuba diving,M,N
1983,2000,FIJI,Swimming back from anchored sailboat,M,Y
1984,2000,AUSTRALIA,Fishing for whiting,0,N
1985,2000,CANADA,Diving for sea urchins,M,N
1986,2000,AUSTRALIA,Spearfishing,M,N
1987,2000,NEW ZEALAND,Surfing,F,Y
1988,2000,AUSTRALIA,Diving (shell maintenance),M,N
1989,2000,AUSTRALIA,Shipwrecked,M,0
1990,2000,USA,Swimming,M,N
1991,2000,USA,Walking,F,0
1992,2000,AUSTRALIA,Swimming,M,N
1993,2000,AUSTRALIA,Swimming,M,Y
1994,2000,USA,Surfing,M,N
1995,2000,AUSTRALIA,Fishing ,0,N
1996,2000,USA,Surfing,M,N
1997,2000,USA,Swimming / snorkeling,F,N
1998,2000,USA,Swimming,M,N
1999,2000,USA,Surfing,M,N
2000,2000,USA,Surfing,M,N
2001,2000,USA,Body surfing,M,N
2002,2000,USA,Surfing,M,N
2003,2000,USA,Sitting on surfboard,M,N
2004,2000,AUSTRALIA,Surfing,M,Y
2005,2000,AUSTRALIA,Surfing,M,Y
2006,2000,AUSTRALIA,Fell onto dead shark,M,N
2007,2000,OKINAWA,Surfing,M,Y
2008,2000,USA,0,0,N
2009,2000,USA,Standing / surfing,M,N
2010,2000,USA,Surfing,F,N
2011,2000,USA,Swimming / Body surfing,M,N
2012,2000,USA,Swimming,M,N
2013,2000,SOUTH AFRICA,Free diving,M,N
2014,2000,TANZANIA,Swimming,M,Y
2015,2000,USA,Wading,M,N
2016,2000,REUNION,Surfing,M,N
2017,2000,TANZANIA,Swimming,0,Y
2018,2000,USA,Swimming,M,N
2019,2000,USA,Jumped into the water,M,Y
2020,2000,USA,Conducting research,M,N
2021,2000,USA,Swimming out to porpoises ,M,N
2022,2000,USA,"Windsurfing, but sitting on his board",M,N
2023,2000,USA,Surfing / Wading,M,N
2024,2000,USA,Standing,F,N
2025,2000,USA,Swimming ,M,0
2026,2000,USA,Attempting to illegally enter the USA,M,0
2027,2000,TANZANIA,Swimming,0,Y
2028,2000,USA,0,M,N
2029,2000,USA,Snorkeling,F,N
2030,2000,USA,Surfing,M,N
2031,2000,USA,Surfing,M,N
2032,2000,SOUTH AFRICA,Surfing,M,N
2033,2000,SOUTH AFRICA,Surfing,M,N
2034,2000,SOUTH AFRICA,Surfing,M,N
2035,2000, TONGA,Scuba diving,M,N
2036,2000,USA,Wading,M,N
2037,2000,USA,Swimming ,M,N
2038,2000,USA,Jumping,M,N
2039,2000,USA,Playing,F,N
2040,2000,USA,Wading,F,N
2041,2000,USA,"Spearfishing, holding mesh bag with speared fish",F,N
2042,2000,USA,Wading,F,N
2043,2000,USA,Standing,F,N
2044,2000,TANZANIA,Swimming,0,Y
2045,2000,PAPUA NEW GUINEA,0,M,Y
2046,2000,NEW ZEALAND,Fishing,M,N
2047,2000,USA,Standing,M,N
2048,2000,USA,Sailing,0,N
2049,2000,USA,Surfing,M,N
2050,2000,USA,Swimming,M,N
2051,2000,USA,Swimming ,M,N
2052,2000,USA,Snorkeling,M,N
2053,2000,TANZANIA,Swimming,M,Y
2054,2000,NEW CALEDONIA,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",0,Y
2055,2000,AUSTRALIA,0,0,0
2056,2000,PAPUA NEW GUINEA,Standing,M,N
2057,2000,PAPUA NEW GUINEA,Diving,M,Y
2058,2000,USA,Walking,M,N
2059,2000,USA,Boogie boarding / wading,M,N
2060,2000,USA,Fishing,M,N
2061,2000,AUSTRALIA,Swimming,M,N
2062,2000,USA,Boogie boarding,F,N
2063,2000,USA,Surfing,M,N
2064,2000,NEW CALEDONIA,Spearfishing,M,Y
2065,2000,AUSTRALIA,Surfing,M,N
2066,2000,AUSTRALIA,Rowing,0,N
2067,2000,AUSTRALIA,Rowing,0,N
2068,2000,NEW ZEALAND,Kayaking,M,0
2069,2000,AUSTRALIA,Swimming,M,N
2070,2000,USA,Spearfishing,M,N
2071,2000,USA,0,M,N
2072,2000,SOUTH AFRICA,Body surfing,M,N
2073,2000,ENGLAND,Feeding prawns to captive sharks,M,N
2074,2000,NEW ZEALAND,Surfing,M,N
2075,2000,AUSTRALIA,Surfing,M,N
2076,2000,REUNION,Canoe with 3 men onboard sank,M,Y
2077,2000,THAILAND,Diving,M,Y
2078,2000,USA,Fishing for tarpon,M,N
2079,1999,NEW ZEALAND,Surfing,M,N
2080,1999,NEW ZEALAND,Swimming,F,N
2081,1999,NEW ZEALAND,Bathing,F,N
2082,1999,BRAZIL,Surfing,M,N
2083,1999,USA,Scuba diving,M,0
2084,1999,BRAZIL,Spearfishing,M,N
2085,1999,USA,Surfing,M,N
2086,1999,USA,Surfing,M,N
2087,1999,USA,Swimming,F,N
2088,1999,USA,Surfing (sitting on his board),M,N
2089,1999,SOUTH AFRICA,Surfing,M,N
2090,1999,BRAZIL,"Spearfishing, but swimming at surface",M,N
2091,1999,MARSHALL ISLANDS,Swimming,M,N
2092,1999,MARSHALL ISLANDS,Swimming,M,N
2093,1999,USA,Body boarding,M,N
2094,1999,USA,Body surfing,M,N
2095,1999,USA,Surfing,M,N
2096,1999,USA,"Surfing, lying on surfboard",M,N
2097,1999,USA,Wading to shore after surfing,M,N
2098,1999,ITALY,Fishing,0,N
2099,1999,USA,Kayaking,M,N
2100,1999,USA,Wading,F,N
2101,1999,USA,Wading,F,N
2102,1999,USA,Surfing,M,N
2103,1999,USA,Wading,M,N
2104,1999,USA,Wading with surfboard,M,N
2105,1999,USA,Surfing,M,N
2106,1999,USA,Surfing,M,N
2107,1999,MARSHALL ISLANDS,Fishing,M,N
2108,1999,USA,Surfing,M,N
2109,1999,USA,Lying prone in 2' of water,M,N
2110,1999,USA,Body surfing,M,N
2111,1999,BAHAMAS,Spearfishing & holding catch,M,N
2112,1999,SOUTH AFRICA,Surfing,M,N
2113,1999,USA,Swimming with dolphins,M,N
2114,1999,USA,Surfing,M,N
2115,1999,SOUTH AFRICA,Boogie boarding,M,Y
2116,1999,USA,0,M,N
2117,1999,USA,Wading in school of baitfish,F,N
2118,1999,SOUTH AFRICA,Surfing,M,N
2119,1999,USA,Adrift in a life jacket,M,N
2120,1999,USA,Surfing,M,N
2121,1999,USA,Swimming,M,N
2122,1999,USA,Splashing / wading,M,N
2123,1999,AUSTRALIA,Windsurfing,M,Y
2124,1999,BRAZIL,Surfing,M,N
2125,1999,MAURITIUS,Swimming,F,N
2126,1999,REUNION,Swimming after being swept into sea by a large wave,M,Y
2127,1999,USA,Surfing,M,N
2128,1999,NEW ZEALAND,Spearfishing & diving for paua,M,N
2129,1999,BRAZIL,Scientific research (Dr. Sonny Gruber's student),M,N
2130,1999,USA,"Swimming, towing a kayak",F,Y
2131,1999,NEW CALEDONIA,Spearfishing,M,N
2132,1999,NEW ZEALAND,Fishing,M,N
2133,1999,USA,Body surfing or body boarding,M,N
2134,1999,USA,Swimming near pod of whales,F,N
2135,1999,USA,Cruising,0,N
2136,1999,AUSTRALIA,Surfing,M,N
2137,1999,USA,Surfing,M,N
2138,1999,MAURITIUS,Spearfishing,M,N
2139,1999,SOUTH AFRICA,Paddle Skiing,M,N
2140,1999,NEW ZEALAND,Inflatable boat,0,N
2141,1999,AUSTRALIA,Fishing,F,0
2142,1999,REUNION,Spearfishing,0,Y
2143,1999,SOUTH AFRICA,Spearfishing,M,N
2144,1999,USA,Body surfing,M,0
2145,1998,USA,Surfing,M,N
2146,1998,AUSTRALIA,Standing,F,N
2147,1998,SOUTH AFRICA,Surfing,M,N
2148,1998,SOUTH AFRICA,Splashing,M,N
2149,1998,AUSTRALIA,Surfing,F,N
2150,1998,USA,Swimming,M,Y
2151,1998,USA,Surfing,M,N
2152,1998,USA,Walking,M,N
2153,1998,USA,Surfing,M,N
2154,1998,JAPAN,Fishing for tuna,M,N
2155,1998,BRAZIL,Surfing,M,Y
2156,1998,USA,Swimming,F,N
2157,1998,SOUTH AFRICA,Surfing,M,N
2158,1998,USA,Surfing,M,N
2159,1998,BRAZIL,Surfing,M,N
2160,1998,REUNION,Diving,0,N
2161,1998,USA,0,M,N
2162,1998,USA,Surfing,M,N
2163,1998,USA,Surfing,M,N
2164,1998,SOUTH AFRICA,Fishing / washing bait off hands,M,N
2165,1998,USA,Surfing,M,N
2166,1998,SENEGAL,Spearfishing,M,N
2167,1998,USA,Surfing,M,N
2168,1998,ITALY,Fishing,0,0
2169,1998,USA,Boogie boarding,M,N
2170,1998,USA,Spearfishing,M,N
2171,1998,BAHAMAS,Spearfishing,M,N
2172,1998,USA,Body-boarding,M,N
2173,1998,SOUTH AFRICA,Moving a shark in a net ,M,N
2174,1998,SOUTH AFRICA,Surfing (or body boarding),M,N
2175,1998,SOUTH AFRICA,Spearfishing,M,N
2176,1998,BRAZIL,Surfing,M,N
2177,1998,USA,Surfing,M,N
2178,1998,SOUTH AFRICA,Wading,M,N
2179,1998,SOUTH AFRICA,Surfing,M,N
2180,1998,SOUTH AFRICA,Surfing,M,N
2181,1998,AUSTRALIA,Free diving for abalone,M,Y
2182,1998,SOUTH AFRICA,Body Boarding,M,Y
2183,1998,USA,Surfing,M,N
2184,1998,SOUTH AFRICA,Surfing,M,N
2185,1998,SOUTH AFRICA,Surfing,M,N
2186,1998,SOUTH AFRICA,Body boarding,M,N
2187,1998,SOUTH AFRICA,Body boarding,M,N
2188,1998,USA,Surfing,M,N
2189,1998,USA,Swimming,F,N
2190,1998,USA,Swimming / surfing,M,N
2191,1998,SOUTH AFRICA,Body boarding,M,N
2192,1998,MOZAMBIQUE,Towing rubber dinghy,F,Y
2193,1998,USA,Surfing (lying prone on his board),M,N
2194,1998,USA,Scuba diving,M,N
2195,1998,BRAZIL,Swimming ,M,Y
2196,1998,NEW CALEDONIA,0,0,N
2197,1998,USA,Swimming,M,N
2198,1998,SOUTH AFRICA,Snorkeling  hunting crayfish and abalone,M,N
2199,1998,USA,Swimming or paddle boarding,M,N
2200,1998,USA,Swimming,M,N
2201,1998,AUSTRALIA,Spearfishing,M,0
2202,1998,NEW CALEDONIA,Windsurfing,M,N
2203,1998,REUNION,Bathing,M,Y
2204,1998,SOUTH AFRICA,Surfing,M,N
2205,1998,AUSTRALIA,Surfing,M,N
2206,1998,MOZAMBIQUE,Surfing,M,N
2207,1998,SOUTH AFRICA,Surfing,M,Y
2208,1998,REUNION,Diving,0,Y
2209,1998,USA,Spearfishing on scuba & transferring fish onto a stringer,M,N
2210,1997,SOUTH AFRICA,Spearfishing,M,Y
2211,1997,SOUTH AFRICA,Sitting on surfboard,M,N
2212,1997,USA,0,F,0
2213,1997,USA,Swimming,M,N
2214,1997,AUSTRALIA,Scuba diving (submerged riding a scooter),M,N
2215,1997,USA,Swimming,M,N
2216,1997,AUSTRALIA,Unknown,M,0
2217,1997,AUSTRALIA,Surf-skiing,M,N
2218,1997,USA,Body boarding or surfing,M,N
2219,1997,USA,Surfing,M,N
2220,1997,USA,Surfing,M,N
2221,1997,SOUTH AFRICA,Fishingat,0,N
2222,1997,USA,Swimming,F,N
2223,1997,BRAZIL,Swimming,M,Y
2224,1997,USA,Surfing,M,N
2225,1997,USA,Surfing,0,N
2226,1997,USA,Surfing,M,N
2227,1997,USA,Surfing,M,N
2228,1997,USA,Walking / surfing,M,N
2229,1997,USA,Surfing (sitting on his board),M,N
2230,1997,MEXICO,SCUBA diving,M,0
2231,1997,MEXICO,SCUBA diving,M,Y
2232,1997,USA,Floating on raft,F,N
2233,1997,EGYPT,Fishing,M,N
2234,1997,EGYPT,Fishing,M,Y
2235,1997,USA,Boogie boarding,M,N
2236,1997,USA,Surfing,M,N
2237,1997,USA,Wading,F,N
2238,1997,USA,Wade-fishing,M,N
2239,1997,USA,Body surfing,M,N
2240,1997,USA,Wading / Surfing,M,N
2241,1997,AUSTRALIA,Surfing,M,N
2242,1997,SOUTH AFRICA,Surfing,M,Y
2243,1997,BRAZIL,Surfing,M,N
2244,1997,USA,Standing,M,N
2245,1997,OKINAWA,Fishing for octopus,M,Y
2246,1997,BRAZIL,Surfing,0,N
2247,1997,USA,Spearfishing / night diving,M,N
2248,1997,FIJI,Snorkeling,F,N
2249,1997,USA,Surfing,M,N
2250,1997,BRAZIL,Bathing,M,UNKNOWN
2251,1997,USA,"Body surfing, stood up on sandbar",M,N
2252,1997,USA,Spearfishing,M,N
2253,1997,USA,Surfing,M,N
2254,1997,USA,Surfing,M,N
2255,1997,BAHAMAS,Spearfishing,M,N
2256,1997,BAHAMAS,Spearfishing,M,N
2257,1997,BRAZIL,Windsurfing,M,N
2258,1997,AUSTRALIA,Swimming,F,N
2259,1997,AUSTRALIA,Scuba diving,M,N
2260,1997,USA,0,M,UNKNOWN
2261,1997,REUNION,0,M,N
2262,1997,AUSTRALIA,Rowing ,F,N
2263,1997,AUSTRALIA,Snorkeling,M,N
2264,1997,AUSTRALIA,Windsurfing,M,Y
2265,1997,REUNION,Spearfishing,M,Y
2266,1997,AUSTRALIA,Watching seals,0,N
2267,1996,AUSTRALIA,Surfing,M,UNKNOWN
2268,1996,SOUTH AFRICA,Surfing,M,N
2269,1996,NEW CALEDONIA,Spearfishing,M,Y
2270,1996,NEW CALEDONIA,Attempting to attract dolphins,F,N
2271,1996,USA,Surfing,M,N
2272,1996,USA,Surfing,M,N
2273,1996,BRAZIL,Surfing,0,N
2274,1996,BRAZIL,Surfing,M,N
2275,1996,OKINAWA,Swimming or snorkeling,M,Y
2276,1996,USA,Surfing,M,N
2277,1996,USA,Surfing,M,N
2278,1996,USA,Surfing,M,N
2279,1996,BRAZIL,0,0,N
2280,1996,USA,Swimming,M,N
2281,1996,NEW ZEALAND,Diving for abalone,M,N
2282,1996,USA,Surfing / Swimming,M,N
2283,1996,USA,Standing,M,N
2284,1996,USA,Sitting on surfboard,M,N
2285,1996,USA,Boogie boarding,F,0
2286,1996,SOUTH AFRICA,Spearfishing,M,N
2287,1996,USA,Body Boarding,M,N
