,Year,Country,Activity,Sex ,Fatal
2882,1984,USA,Swimming,0,UNKNOWN
2883,1984,USA,Wading,M,N
2884,1984,USA,Skindiving,M,Y
2885,1984,MEXICO,Spearfishing,M,N
2886,1984,USA,Boat capsized?,F,0
2887,1984,INDONESIA,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",M,Y
2888,1984,USA,Swimming,F,N
2889,1984,USA,Swimming,F,N
2890,1984,SOUTH AFRICA,Spearfishing,M,0
2891,1984,USA,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",M,N
2892,1984,SOUTH AFRICA,Spearfishing,M,N
2893,1984,SOUTH AFRICA,Surfing,M,N
2894,1984,USA,Towing her sister on plastic ski board,F,N
2895,1984,VANUATU,Swimming,M,Y
2896,1984,SOUTH AFRICA,Spearfishing,M,N
2897,1984,SOMALIA,Murder,M,0
2898,1984,SOUTH AFRICA,Surfing,M,N
2899,1984,SOUTH AFRICA,Rowing,M,N
2900,1984,AUSTRALIA,0,0,UNKNOWN
2901,1984,SOUTH AFRICA,Fishing,M,N
2902,1984,SOUTH AFRICA,Scuba diving,M,N
2903,1984,SOUTH AFRICA,0,0,0
2904,1984,AUSTRALIA,Spearfishing,M,N
2905,1984,SOUTH AFRICA,Swimming,M,N
2906,1984,SOUTH AFRICA,0,F,Y
2907,1984,USA,Steinhart Aquarium,M,N
2908,1984,USA,Surfing,M,N
2909,1983,GREECE,Spearfishing,M,0
2910,1983,USA,Surfing,M,N
2911,1983,AUSTRALIA,Scuba diving for abalone,M,N
2912,1983,SOUTH AFRICA,Swimming,M,N
2913,1983,SOUTH AFRICA,Swimming,M,N
2914,1983,SOUTH AFRICA,0,M,0
2915,1983,PHILIPPINES,Ferry boat sank,M,N
2916,1983,USA,Surfing,M,N
2917,1983,SOUTH AFRICA,Swimming,F,0
2918,1983,USA,Surfing,M,N
2919,1983,USA,Wading,M,N
2920,1983,USA,Standing,M,N
2921,1983,USA,Surfing,M,N
2922,1983,SOUTH AFRICA,Spearfishing,M,N
2923,1983,USA,Swimming,F,N
2924,1983,USA,Skindiving,M,N
2925,1983,USA,Diving,F,N
2926,1983,USA,Fishing,0,N
2927,1983,AUSTRALIA,Swimming from the New Venture ,F,Y
2928,1983,AUSTRALIA,Swimming from the New Venture ,M,Y
2929,1983,AUSTRALIA,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,N
2930,1983,SOUTH AFRICA,Surfing,M,N
2931,1983,USA,Windsurfing,F,N
2932,1983,BAHAMAS,Spearfishing,M,N
2933,1983,USA,Floating on air mattress,M,N
2934,1983,USA,Swimming,M,N
2935,1983,BAHAMAS,Spearfishing,M,Y
2936,1983,USA,Surfing & dangling foot in water amid baitfish,M,N
2937,1983,BAHAMAS,0,M,N
2938,1983,ITALY,Scuba diving,M,0
2939,1983,BAHAMAS,Spearfishing,M,N
2940,1983,USA,Water-skiing,M,N
2941,1983,USA,Surfing,M,N
2942,1983,USA,Surfing,M,N
2943,1983,USA,Surfing,M,UNKNOWN
2944,1983,SOUTH AFRICA,Fishing,M,N
2945,1983,USA,Surfing,M,N
2946,1983,SOUTH AFRICA,0,M,0
2947,1983,SOUTH AFRICA,Spearfishing,M,N
2948,1983,SOUTH AFRICA,Surfing,M,N
2949,1983,USA,Surfing,M,N
2950,1983,NEW CALEDONIA,0,0,N
2951,1983,SOUTH AFRICA,Paddleskiing,M,N
2952,1983,USA,Fishing,M,N
2953,1983,SOUTH AFRICA,0,M,0
2954,1983,SOUTH AFRICA,Windsurfing,M,N
2955,1983,SOUTH AFRICA,Spearfishing,M,N
2956,1983,0,Swimming,M,N
2957,1983,VANUATU,Ran into the water,M,Y
2958,1983,USA,Fishing,M,N
2959,1982,USA,In waist-deep water,M,N
2960,1982,USA,Windsurfing,M,N
2961,1982,SOUTH AFRICA,Surfing,M,N
2962,1982,SOUTH AFRICA,Surfing,M,N
2963,1982,USA,Surfing,M,N
2964,1982,USA,Diving,M,N
2965,1982,USA,Free diving for abalone from Zodiac (submerged),M,N
2966,1982,USA,0,M,0
2967,1982,JAPAN,0,M,Y
2968,1982,USA,Surfing,M,0
2969,1982,SOUTH AFRICA,Swimming,F,N
2970,1982,TUNISIA,Windsurfing,M,N
2971,1982,SOUTH AFRICA,Boogie boarding,M,0
2972,1982,SOUTH AFRICA,Paddleskiing,M,N
2973,1982,USA,Paddle Boarding,M,N
2974,1982,USA,Swimming,M,N
2975,1982,USA,Swimming,M,0
2976,1982,USA,Swimming,F,N
2977,1982,NEW CALEDONIA,0,0,N
2978,1982,SOUTH AFRICA,Surfing,M,Y
2979,1982,USA,Swimming,M,N
2980,1982,BAHAMAS,Spearfishing ,M,N
2981,1982,USA,0,F,N
2982,1982,USA,"Sailboarding, fell into water 100 yards outside the breakwater",M,N
2983,1982,USA,0,F,0
2984,1982,USA,Surfing,M,N
2985,1982,AUSTRALIA,Surfing,M,Y
2986,1982,NEW CALEDONIA,Spearfishing,M,N
2987,1982,AUSTRALIA,Spearfishing,M,Y
2988,1982,USA,Surfing,M,N
2989,1982,SOUTH AFRICA,Fishing,M,N
2990,1982,USA,Wading,F,N
2991,1982,USA,Swimming,F,N
2992,1982,USA,Swimming,F,Y
2993,1982,USA,Scuba diving (submerged),M,N
2994,1982,USA,Diving,M,Y
2995,1982,SOUTH AFRICA,Swimming,M,N
2996,1982,ITALY,Boat,M,UNKNOWN
2997,1982,ITALY,Fishing on a boat,M,N
2998,1982,TUNISIA,Spearfishing,0,UNKNOWN
2999,1981,USA,Surfing,M,Y
3000,1981,AUSTRALIA,0,0,N
3001,1981,USA,"Spearfishing, but swimming on surface",M,N
3002,1981,REUNION,Spearfishing,M,N
3003,1981,SOUTH AFRICA,Inspecting teeth of supposedly dead (hooked & shot) shark,M,N
3004,1981,USA,Diving to untangle a crab trap line from boat's propeller,M,N
3005,1981,USA,Swimming,M,N
3006,1981,USA,Surfing,M,UNKNOWN
3007,1981,USA,Surfing,M,N
3008,1981,USA,Surfing,M,N
3009,1981,USA,Surfing,M,N
3010,1981,USA,Surfing,M,N
3011,1981,USA,Swimming,M,Y
3012,1981,USA,Surfing,M,N
3013,1981,USA,Surfing,M,N
3014,1981,USA,Surfing,M,N
3015,1981,USA,Spearfishing,M,N
3016,1981,USA,Fishing,M,0
3017,1981,USA,Diving,M,N
3018,1981,USA,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,Y
3019,1981,BAHAMAS,Snorkeling on surface,M,N
3020,1981,USA,Swimming,F,N
3021,1981,SOUTH AFRICA,Surfing,M,N
3022,1981,USA,Spearfishing,M,N
3023,1981,SOUTH AFRICA,Catching sardines,M,N
3024,1981,ENGLAND,Fishing,M,N
3025,1981,USA,0,M,0
3026,1981,USA,"Scuba diving, reportedly also spearfishing",M,Y
3027,1981,SOUTH KOREA,Shell diving,F,Y
3028,1981,SOUTH AFRICA,Surfing,M,N
3029,1981,USA,Free diving,M,N
3030,1981,USA,Diving,M,N
3031,1981,SOUTH AFRICA,Surfing,M,N
3032,1981,NAMIBIA,Finning the shark that bit him,M,N
3033,1981,BERMUDA,Foundering of the Israeli freighter Mezada,0,N
3034,1981,SOUTH AFRICA,Surfing,M,N
3035,1981,USA,Standing / Wading,M,N
3036,1981,USA,Surfing,M,N
3037,1981,CHILE,Free diving Spearfishing,M,N
3038,1981,BRAZIL,Diving,0,UNKNOWN
3039,1981,SOUTH AFRICA,Swimming,M,N
3040,1981,AUSTRALIA,Exercising his dog in the shallows,M,N
3041,1981,AUSTRALIA,0,0,UNKNOWN
3042,1981,USA,Surfing,M,N
3043,1981,BRAZIL,Spearfishing,0,N
3044,1981,USA,Commercial spearfishing,M,N
3045,1981,SOUTH AFRICA,Swimming,M,0
3046,1981,AUSTRALIA,Surf-skiing,M,N
3047,1981,GREECE,"Free diving / spearfishing, ",M,N
3048,1980,SOUTH AFRICA,Paddleskiing,M,N
3049,1980,SOUTH AFRICA,0,0,0
3050,1980,REUNION,Spearfishing,M,N
3051,1980,AUSTRALIA,Swimming,M,N
3052,1980,SOUTH AFRICA,Swimming,M,0
3053,1980,BRAZIL,Swimming,M,Y
3054,1980,USA,Surfing,M,N
3055,1980,USA,Surfing,M,N
3056,1980,MEXICO,Diving in tuna net,M,Y
3057,1980,USA,Wading,F,N
3058,1980,USA,Resting on body board,M,N
3059,1980,SPAIN,Skin diving,M,N
3060,1980,USA,Body surfing,M,N
3061,1980,USA,Standing,F,N
3062,1980,USA,Surfing,M,N
3063,1980,USA,Surfing,M,N
3064,1980,USA,Scuba diving,F,N
3065,1980,SOUTH AFRICA,Surfing,M,N
3066,1980,JAMAICA,Spearfishing,M,N
3067,1980,PHILIPPINES,Sinking of the ferryboat Don Juan,0,Y
3068,1980,MEXICO,Body surfing,F,N
3069,1980,SOUTH AFRICA,Free diving,M,Y
3070,1980,BRAZIL,Swimming,M,N
3071,1980,PHILIPPINES,Sinking of the ferryboat Bongbong 1,F,Y
3072,1980,SOUTH AFRICA,Fishing,M,N
3073,1980,SOUTH AFRICA,Body boarding,M,N
3074,1980,KENYA,Spearfishing,M,N
3075,1980,SOUTH AFRICA,Spearfishing,M,N
3076,1980,SOUTH AFRICA,Swimming,M,N
3077,1980,SOUTH AFRICA,Swimming,M,N
3078,1980,CHILE,Hookah Diving,M,Y
3079,1980,NORTH ATLANTIC OCEAN,Gaffing netted shark,M,N
3080,1980,GREECE,Surfing,M,0
3081,1980,SOUTH AFRICA,Spearfishing,M,0
3082,1980,TONGA,Spearfishing,M,N
3083,1979,SOUTH AFRICA,Swimming,M,N
3084,1979,PORTUGAL,Spearfishing,M,Y
3085,1979,SOUTH CHINA SEA,Diving,M,N
3086,1979,USA,Surfing,M,N
3087,1979,SOUTH AFRICA,Shark fishing,0,N
3088,1979,SOUTH AFRICA,Fishing,M,N
3089,1979,AUSTRALIA,Scuba diving,M,N
3090,1979,HONG KONG,Freedom swimming,M,Y
3091,1979,HONG KONG,0,M,Y
3092,1979,USA,Kayaking,M,N
3093,1979,THAILAND,Murdered by Thai pirates,M,Y
3094,1979,USA,Floating with life preserver after his boat foundered,M,N
3095,1979,USA,Scuba diving,M,0
3096,1979,SOUTH AFRICA,Spearfishing,M,N
3097,1979,SOUTH AFRICA,Scuba diving,M,Y
3098,1979,NEW CALEDONIA,Fishing,0,N
3099,1979,NEW CALEDONIA,0,M,Y
3100,1979,USA,Swimming,M,N
3101,1979,USA,Body surfing,M,N
3102,1979,USA,Surfing,M,N
3103,1979,USA,Scuba diving (submerged),M,N
3104,1979,SOUTH AFRICA,0,0,N
3105,1979,NEW CALEDONIA,Spearfishing,M,Y
3106,1979,SOUTH AFRICA,"Surfing, collided with shark",M,N
3107,1979,USA,Fishing,M,Y
3108,1978,AUSTRALIA,0,M,N
3109,1978,SOUTH AFRICA,Spearfishing,M,Y
3110,1978,USA,Surfing,M,N
3111,1978,USA,Surfing,M,N
3112,1978,SOUTH AFRICA,Fishing,M,0
3113,1978,SOUTH AFRICA,Spearfishing,M,N
3114,1978,ITALY,Diving,M,N
3115,1978,AUSTRALIA,Scuba diving for abalone,M,N
3116,1978,USA,Wading,M,N
3117,1978,USA,Floating on inner tube raft,M,N
3118,1978,USA,"Explosion destroyed 28' boat, survivors in the water ",M,N
3119,1978,USA,Fishing,M,N
3120,1978,USA,Surfing,M,N
3121,1978,USA,Surfing,M,N
3122,1978,ITALY,0,0,0
3123,1978,MARSHALL ISLANDS,Diving,M,N
3124,1978,MARSHALL ISLANDS,Diving,M,N
3125,1978,AUSTRALIA,Scuba diving,M,N
3126,1978,SOUTH AFRICA,0,0,N
3127,1978,SOUTH AFRICA,Fishing for mackerel,0,N
3128,1978,SOUTH AFRICA,Diving,M,N
3129,1978,SOUTH AFRICA,Surfing,M,N
3130,1978,SOUTH AFRICA,0,M,0
3131,1978,USA,Surfing,F,N
3132,1978,VANUATU,Swimming,F,Y
3133,1977,USA,"Swimming, after single-engine aircraft went down in the sea",M,N
3134,1977,USA,Surfing,M,N
3135,1977,SOUTH AFRICA,Surfing,M,N
3136,1977,SOUTH AFRICA,Fishing for bottom fish,0,N
3137,1977,SOUTH AFRICA,Standing,M,N
3138,1977,SOUTH AFRICA,Spearfishing,M,N
3139,1977,AUSTRALIA,Surfing,M,N
3140,1977,AUSTRALIA,Floating on an inflatable raft,M,Y
3141,1977,SOUTH AFRICA,Fishing,M,N
3142,1977,USA,Free diving for abalone (surfacing),M,N
3143,1977,USA,Wading,M,0
3144,1977,USA,40' fishing boat sank,M,N
3145,1977,USA,Spearfishing / Scuba diving,M,N
3146,1977,USA,Collecting fish from net,M,N
3147,1977,SOUTH AFRICA,Fishing for yellowtail,M,N
3148,1977,AUSTRALIA,0,M,0
3149,1977,AUSTRALIA,0,M,N
3150,1977,USA,Swimming,M,N
3151,1977,SOUTH AFRICA,Swimming,M,N
3152,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,N
3153,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,Y
3154,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,Y
3155,1977,AUSTRALIA,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,N
3156,1977,AUSTRALIA,0,M,0
3157,1977,NEW CALEDONIA,0,0,N
3158,1977,MEXICO,Swimming,M,Y
3159,1976,AUSTRALIA,0,M,N
3160,1976,USA,Hookah diving for abalone (submerged),M,N
3161,1976,SOUTH AFRICA,"Thrashing the water / imitating the shark victim from ""Jaws""",M,N
3162,1976,AUSTRALIA,0,0,0
3163,1976,USA,Surfing,M,N
3164,1976,SOUTH AFRICA,Swimming,M,0
3165,1976,SOUTH AFRICA,Fishing for white shark,0,N
3166,1976,SOUTH AFRICA,Boat,0,N
3167,1976,USA,Surfing,M,N
3168,1976,SOUTH AFRICA,Surfing,M,N
3169,1976,NEW CALEDONIA,Shipwreck,0,N
3170,1976,AUSTRALIA,"Skindiving,",M,N
3171,1976,HONG KONG,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,Y
3172,1976,USA,Swimming,M,Y
3173,1976,USA,Swimming,M,Y
3174,1976,USA,Surfing,M,N
3175,1976,USA,"Surfing, fell off surfboard",M,N
3176,1976,USA,Surfing,M,N
3177,1976,USA,Spearfishing,M,N
3178,1976,USA,Playing,M,N
3179,1976,USA,Scuba diving,M,Y
3180,1976,USA,Spearfishing,M,N
3181,1976,USA,Skindiving,M,N
3182,1976,USA,Swimming,M,N
3183,1976,ITALY,Fishing,M,N
3184,1976,AUSTRALIA,Sitting in bow of her father's 5 m boat,F,N
3185,1976,SOUTH AFRICA,Competing in a light tackle game fishing,0,N
3186,1976,USA,0,0,0
3187,1976,USA,Standing,M,N
3188,1976,SOUTH AFRICA,Fishing,0,N
3189,1976,SOUTH AFRICA,0,0,N
3190,1976,SOUTH AFRICA,0,0,N
3191,1976,SOUTH AFRICA,Shark watching,0,N
3192,1976,SOUTH AFRICA,Shark fishing,0,N
3193,1976,AUSTRALIA,0,F,N
3194,1976,SOUTH AFRICA,Fishing for snoek & yellowtail,0,N
3195,1976,USA,Spearfishing / scuba diving,M,N
3196,1976,NEW ZEALAND,Spearfishing,M,Y
3197,1976,USA,Scuba diving,M,Y
3198,1975,AUSTRALIA,Attempting to drive shark away from the beach,0,N
3199,1975,USA,Scuba diving & spearfishing,M,N
3200,1975,AUSTRALIA,Filming & feeding captive sharks,M,N
3201,1975,AUSTRALIA,Standing,M,N
3202,1975,SOUTH AFRICA,Standing,M,N
3203,1975,AUSTRALIA,0,M,N
3204,1975,USA,Surfing,M,N
3205,1975,USA,Surf fishing,M,0
3206,1975,AUSTRALIA,Surfing,M,N
3207,1975,USA,Surfing,0,0
3208,1975,SOUTH AFRICA,Paddleskiing,M,N
3209,1975,SOUTH AFRICA,Surfing,M,N
3210,1975,USA,Floating on a small orange raft ,M,N
3211,1975,USA,Free diving for abalone,M,N
3212,1975,HONG KONG,Freedom swimming,M,N
3213,1975,USA,Sea disaster,F,Y
3214,1975,AUSTRALIA,Scuba diving for abalone,M,Y
3215,1975,USA,Free diving,M,N
3216,1975,AUSTRALIA,Surfing,M,N
3217,1975,USA,Scuba diving for abalone (at surface),M,N
3218,1975,USA,Hookah diving for abalone,M,N
3219,1975,USA,Swimming,F,N
3220,1975,AUSTRALIA,Spearfishing,M,N
3221,1975,USA,Surfing,M,N
3222,1975,USA,Swimming ,M,N
3223,1975,USA,Standing,F,N
3224,1975,USA,Swimming near his boat,M,N
3225,1975,USA,Surfing,M,N
3226,1975,USA,0,M,N
3227,1975,USA,Surfing,M,N
3228,1975,USA,Bathing,F,N
3229,1975,ITALY,Scuba diving,M,0
3230,1975,SOUTH AFRICA,0,M,0
3231,1975,SOUTH AFRICA,Spearfishing Competition,M,N
3232,1975,SOUTH AFRICA,Swimming,M,0
3233,1975,AUSTRALIA,0,F,N
3234,1975,USA,Floating in inner tube,M,N
3235,1975,AUSTRALIA,Diving & force-feeding the shark,0,N
3236,1975,SOUTH AFRICA,Attempting to drag hooked shark ashore by its tail,M,N
3237,1975,BANGLADESH,Ferry capsized,0,Y
3238,1975,SOUTH AFRICA,Surfing,M,N
3239,1975,SOUTH AFRICA,0,0,N
3240,1975,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,M,Y
3241,1975,AUSTRALIA,Crayfishing,M,N
3242,1975,AUSTRALIA,0,M,N
3243,1975,SOUTH AFRICA,Fishing,M,N
3244,1975,AUSTRALIA,Surfing,M,Y
3245,1975,BERMUDA,Spearfishing,M,N
3246,1975,REUNION,0,M,Y
3247,1974,AUSTRALIA,0,0,N
3248,1974,USA,Standing,M,N
3249,1974,USA,Surfing,M,N
3250,1974,USA,Hookah diving for abalone,M,N
3251,1974,ISRAEL,Swimming,F,N
3252,1974,USA,Scuba diving (but on surface),M,N
3253,1974,USA,Scuba diving (but on surface),M,N
3254,1974,AUSTRALIA,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,N
3255,1974,USA,Surfing,M,N
3256,1974,HONG KONG,Freedom Swimming,M,N
3257,1974,HONG KONG,Freedom swimming,M,Y
3258,1974,HONG KONG,Freedom swimming,M,N
3259,1974,HONG KONG,Freedom swimming,M,N
3260,1974,CROATIA,0,M,Y
3261,1974,USA,Surfing,M,N
3262,1974,USA,Free diving for abalone (submerged),M,N
3263,1974,USA,Swimming,M,Y
3264,1974,USA,Adrift after the sinking of the motor yacht Princess Dianne,M,Y
3265,1974,USA,Swimming,F,N
3266,1974,USA,Free diving (but on surface),M,N
3267,1974,BRAZIL,Fishing boat swamped in a storm,M,Y
3268,1974,SOUTH AFRICA,Spearfishing,M,N
3269,1974,SOUTH AFRICA,Standing,M,N
3270,1974,USA,Swimming,F,N
3271,1974,SOUTH AFRICA,Surfing,M,N
3272,1974,SOUTH AFRICA,Surfing,M,N
3273,1974,SOUTH AFRICA,Fishing for kob,0,N
3274,1974,SOUTH AFRICA,Swimming,M,N
3275,1974,SOUTH AFRICA,Swimming,M,N
3276,1974,SOUTH AFRICA,Fishing for red fish,0,N
3277,1974,SOUTH AFRICA,Fishing for kob,0,N
3278,1974,SOUTH AFRICA,Sitting,M,N
3279,1974,AUSTRALIA,Diving for abalone,M,Y
3280,1974,SOUTH AFRICA,Swimming,M,N
3281,1974,MOZAMBIQUE,Swimming,M,Y
3282,1974,MOZAMBIQUE,Swimming,M,Y
3283,1974,AUSTRALIA,Spearfishing,M,N
3284,1974,CROATIA,0,0,Y
3285,1973,MOZAMBIQUE,Spearfishing,M,N
3286,1973,MOZAMBIQUE,Swimming ,M,Y
3287,1973,PHILIPPINES,Swimming,M,Y
3288,1973,USA,Swimming,M,N
3289,1973,MEXICO,Swimming alongside yacht Mexico Fiesta,M,Y
3290,1973,AUSTRALIA,0,0,N
3291,1973,USA,Surfing,M,N
3292,1973,AUSTRALIA,0,M,N
3293,1973,SOUTH AFRICA,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,Y
3294,1973,BAHAMAS,"Free diving, Spearfishing",M,N
3295,1973,HONG KONG,Freedom Swimming,M,Y
3296,1973,MEXICO,"Free diving, Spearfishing",M,Y
3297,1973,EGYPT,0,M,N
3298,1973,AUSTRALIA,0,0,UNKNOWN
3299,1973,AUSTRALIA,Surfing,M,N
3300,1973,USA,Crabbing (spearing crabs),M,N
3301,1973,HONG KONG,Freedom Swimming,M,N
3302,1973,MEXICO,Wading,M,Y
3303,1973,AUSTRALIA,0,M,N
3304,1973,MOZAMBIQUE,Spearfishing,M,Y
3305,1973,SOUTH AFRICA,Spearfishing,M,N
3306,1973,MEXICO,Swimming,0,Y
3307,1973,SOUTH AFRICA,Fishing from paddleski,M,N
3308,1973,USA,Surfing,M,N
3309,1973,PALAU,Scuba diving (submerged),M,N
3310,1973,PALAU,Scuba diving & U/W photography,M,N
3311,1973,SOUTH AFRICA,Surfing,M,N
3312,1972,SOUTH AFRICA,Treading water,M,N
3313,1972,MOZAMBIQUE,Swimming,M,N
3314,1972,MEXICO,Body surfing,M,Y
3315,1972,SOUTH AFRICA,Swimming,M,N
3316,1972,AUSTRALIA,0,M,N
3317,1972,AUSTRALIA,0,0,N
3318,1972,REUNION,Spearfishing,0,Y
3319,1972,AUSTRALIA,Spearfishing,M,N
3320,1972,AUSTRALIA,Surfing,M,N
3321,1972,USA,Scuba diving,M,Y
3322,1972,USA,Surfing,M,N
3323,1972,NEW ZEALAND,Swimming,M,N
3324,1972,USA,Surfing,M,N
3325,1972,MOZAMBIQUE,Swimming,F,0
3326,1972,USA,Surfing,M,N
3327,1972,USA,Spearfishing,M,N
3328,1972,AUSTRALIA,Diving for abalone,M,N
3329,1972,USA,Diving,0,0
3330,1972,AUSTRALIA,0,M,Y
3331,1972,AUSTRALIA,0,M,Y
3332,1972,USA,Surfing,M,N
3333,1972,USA,Free diving for abalone,M,N
3334,1972,FRENCH POLYNESIA,Spearfishing,M,N
3335,1972,WESTERN SAMOA,Swimming,M,Y
3336,1972,AUSTRALIA,0,F,N
3337,1972,MOZAMBIQUE,Swimming,M,Y
3338,1972,PACIFIC OCEAN ,Fishing,M,N
3339,1972,USA,Spearfishing,M,N
3340,1972,AUSTRALIA,Surfing,M,N
3341,1972,AUSTRALIA,0,0,N
3342,1972,SOUTH AFRICA,Swimming,M,Y
3343,1972,SOUTH AFRICA,Sitting in shallows,F,N
3344,1972,MOZAMBIQUE,Standing,M,N
3345,1972,FRANCE,Swimming,0,N
3346,1972,MARSHALL ISLANDS,"Free diving, collecting shells",M,N
3347,1971,AUSTRALIA,0,0,N
3348,1971,SOUTH AFRICA,Swimming,F,N
3349,1971,AUSTRALIA,0,M,Y
3350,1971,HONG KONG,Freedom Swimming,M,N
3351,1971,AUSTRALIA,0,0,N
3352,1971,USA,Surfing,M,N
3353,1971,SOUTH AFRICA,Swimming,M,N
3354,1971,USA,Scuba diving,M,N
3355,1971,USA,Surfing,0,N
3356,1971,CROATIA,Swimming,M,Y
3357,1971,AUSTRALIA,Fishing,M,Y
3358,1971,AUSTRALIA,Scuba diving & feeding fish,M,N
3359,1971,USA,Wading,M,N
3360,1971,USA,Hookah diving (submerged),M,N
3361,1971,SOUTH AFRICA,Surfing,M,N
3362,1971,BRITISH ISLES,Scuba diving,M,N
3363,1971,KENYA,Swimming,M,N
3364,1971,SOUTH AFRICA,Swimming,M,Y
3365,1971,MEXICO,Surfing,M,Y
3366,1971,VENEZUELA,0,M,Y
3367,1971,VENEZUELA,0,M,Y
3368,1971,MOZAMBIQUE,Wreck of the 1689-ton Portuguese  coaster Angoche,0,Y
3369,1971,NEW ZEALAND,Surfing,M,N
3370,1971,AUSTRALIA,Swimming,M,N
3371,1971,AUSTRALIA,Surfing,M,N
3372,1971,IRAN,0,M,N
3373,1971,IRAN,0,M,N
3374,1970,MOZAMBIQUE,Fishing for prawns,M,Y
3375,1970,MOZAMBIQUE,Fishing for prawns,M,Y
3376,1970,MICRONESIA,Fishing,M,N
3377,1970,USA,Shipwreck,M,N
3378,1970,0,0,M,N
3379,1970,USA,Body surfing,M,N
3380,1970,USA,Surfing,M,N
3381,1970,MICRONESIA,Diving,M,N
3382,1970,PALAU,Spearfishing,M,N
3383,1970,USA,Floating on a raft,M,N
3384,1970,AUSTRALIA,0,M,N
3385,1970,USA,Swimming,M,N
3386,1970,USA,Scuba diving,M,N
3387,1970,0,Sea Disaster Sinking of ferryboat Christina,0,0
3388,1970,0,0,M,N
3389,1970,USA,Fishing,M,N
3390,1970,SOUTH AFRICA,Scuba Diving,M,N
3391,1970,GRENADA,Wading,M,Y
3392,1970,GRENADA,Wading,M,Y
3393,1970,PHILIPPINES,Motor launch Baby Princesa capsized with 22 people on board,0,Y
3394,1970,GRENADA,Swimming,M,Y
3395,1970,0,Freediving,M,N
3396,1970,SOLOMON ISLANDS,Swimming,M,UNKNOWN
3397,1970,USA,Body surfing,M,0
3398,1970,USA,Wading,M,N
3399,1970,0,Wading,F,N
3400,1970,MOZAMBIQUE,Swimming,M,N
3401,1970,MOZAMBIQUE,Swimming,M,N
3402,1970,MOZAMBIQUE,Swimming,M,N
3403,1970,MOZAMBIQUE,Swimming,M,N
3404,1970,EGYPT,Air disaster,M,Y
3405,1970,MEXICO,Swimming,M,N
3406,1970,ENGLAND,Attempted to return injured shark to the sea,M,N
3407,1970,PAPUA NEW GUINEA,Freediving,M,N
3408,1970,SRI LANKA,Spearfishing / freediving,M,N
3409,1970,SPAIN,Spearfishing,M,N
3410,1970,ITALY,Fishing on a boat,M,N
3411,1970,CROATIA,Spearfishing,M,UNKNOWN
3412,1970,IRAQ,Washing cooking pans,F,N
3413,1970,IRAQ,Washing clothes on stairs,F,N
3414,1970,IRAQ,Swimming,M,Y
3415,1970,IRAQ,"Fishing, trying to catch the end of his fishing line",M,N
